Organism	Sample Name	short	Run	Experiment	Age	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	dev_stage	Instrument	Isolate	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	sex	SRA Study	Tissue	birth_location	Isolation_source	sub_species	BREED	Cultivar	Ecotype	STRAIN
Neolamprologus bifasciatus	LHF7	neobif_LHF7	SRR9673817	SRX6434403	missing	WGS	252	9159027696	PRJNA550295	SAMN12124105	Model organism or animal	3131360792	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LHF7	LHF7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus bifasciatus	LHF6	neobif_LHF6	SRR9673818	SRX6434402	missing	WGS	252	9220629096	PRJNA550295	SAMN12124104	Model organism or animal	3213253894	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LHF6	LHF6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus boulengeri	KYB9	neobou_KYB9	SRR9673855	SRX6434365	missing	WGS	252	10114442604	PRJNA550295	SAMN12124018	Model organism or animal	3632760103	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	KYB9	KYB9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus boulengeri	KCE5	neobou_KCE5	SRR9675364	SRX6435719	missing	WGS	252	8820057456	PRJNA550295	SAMN12123977	Model organism or animal	3120390598	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KCE5	KCE5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus brevis	ILB7	neobre_ILB7	SRR9657501	SRX6418760	missing	WGS	252	8508090024	PRJNA550295	SAMN12123654	Model organism or animal	3259414474	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	ILB7	ILB7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus brevis	ILB6	neobre_ILB6	SRR9657502	SRX6418759	missing	WGS	252	8191950984	PRJNA550295	SAMN12123653	Model organism or animal	3098368151	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	ILB6	ILB6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus brichardi	JUI1	neobri_JUI1	SRR9673956	SRX6434507	missing	WGS	252	7640210088	PRJNA550295	SAMN12123865	Model organism or animal	2544858445	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JUI1	JUI1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus brichardi	JUH9	neobri_JUH9	SRR9673963	SRX6434500	missing	WGS	252	10558704492	PRJNA550295	SAMN12123864	Model organism or animal	3511312008	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JUH9	JUH9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus buescheri	JEI5	neobue_JEI5	SRR9673978	SRX6434486	missing	WGS	252	9349135740	PRJNA550295	SAMN12123855	Model organism or animal	3803006736	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JEI5	JEI5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus buescheri	JEI4	neobue_JEI4	SRR9673983	SRX6434481	missing	WGS	252	9080184456	PRJNA550295	SAMN12123854	Model organism or animal	3648838756	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JEI4	JEI4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus calliurus	INC7	neocal_INC7	SRR9657469	SRX6418792	missing	WGS	252	10415318256	PRJNA550295	SAMN12123676	Model organism or animal	4203651854	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	INC7	INC7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus calliurus	ILA7	neocal_ILA7	SRR9657504	SRX6418757	missing	WGS	252	12709644696	PRJNA550295	SAMN12123651	Model organism or animal	5145522136	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	ILA7	ILA7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus caudopunctatus	IQA4	neocau_IQA4	SRR9665662	SRX6426571	missing	WGS	252	9627418584	PRJNA550295	SAMN12123704	Model organism or animal	3449365987	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IQA4	IQA4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus caudopunctatus	IQA3	neocau_IQA3	SRR9665663	SRX6426570	missing	WGS	245	19901095023	PRJNA550295	SAMN12123703	Model organism or animal	7319412255	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IQA3	IQA3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus chitamwebwai	KHA9	neochi_KHA9	SRR9673840	SRX6434380	missing	WGS	252	7401549204	PRJNA550295	SAMN12124010	Model organism or animal	2510526427	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KHA9	KHA9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus chitamwebwai	KHA7	neochi_KHA7	SRR9673841	SRX6434379	missing	WGS	252	8793334116	PRJNA550295	SAMN12124009	Model organism or animal	2972307588	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KHA7	KHA7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus christyi	ITG2	neochr_ITG2	SRR9665719	SRX6426514	missing	WGS	252	10348446780	PRJNA550295	SAMN12123749	Model organism or animal	3950246820	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	ITG2	ITG2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus christyi	IZI8	neochr_IZI8	SRR9674006	SRX6434458	missing	WGS	252	8150899428	PRJNA550295	SAMN12123809	Model organism or animal	3304687565	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IZI8	IZI8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus crassus	IVE8	neocra_IVE8	SRR9665684	SRX6426549	missing	WGS	252	11031259176	PRJNA550295	SAMN12123764	Model organism or animal	4441380253	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IVE8	IVE8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus crassus	IVF1	neocra_IVF1	SRR9665687	SRX6426546	missing	WGS	252	11112767820	PRJNA550295	SAMN12123765	Model organism or animal	4033757267	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IVF1	IVF1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus cylindricus	GPH1	neocyl_GPH1	SRR9657524	SRX6418737	missing	WGS	245	18385911205	PRJNA550295	SAMN12123642	Model organism or animal	6552051371	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	GPH1	GPH1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus cylindricus	GPH2	neocyl_GPH2	SRR9657525	SRX6418736	missing	WGS	252	12277515600	PRJNA550295	SAMN12123643	Model organism or animal	4570855959	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	GPH2	GPH2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus devosi	LEH2	neodev_LEH2	SRR9673912	SRX6434308	missing	WGS	252	12997491948	PRJNA550295	SAMN12124066	Model organism or animal	4519875533	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LEH2	LEH2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika affluent	Lake Tanganyika affluent					
Neolamprologus falcicula	JXD4	neofal_JXD4	SRR9675315	SRX6435768	missing	WGS	252	11411618400	PRJNA550295	SAMN12123936	Model organism or animal	4296563065	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JXD4	JXD4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus falcicula	JXD7	neofal_JXD7	SRR9675318	SRX6435765	missing	WGS	252	14171649156	PRJNA550295	SAMN12123937	Model organism or animal	5482194596	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JXD7	JXD7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus fasciatus	AUE7	neofas_AUE7	SRR9657498	SRX6418763	missing	WGS	252	12614480676	PRJNA550295	SAMN12123593	Model organism or animal	5107137006	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AUE7	AUE7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus fasciatus	AXD5	neofas_AXD5	SRR9657545	SRX6418716	missing	WGS	252	9936388728	PRJNA550295	SAMN12123612	Model organism or animal	3351464342	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	AXD5	AXD5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus furcifer	JEI6	neofur_JEI6	SRR9673977	SRX6434487	missing	WGS	252	13029945012	PRJNA550295	SAMN12123856	Model organism or animal	4468096396	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JEI6	JEI6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus furcifer	JEI8	neofur_JEI8	SRR9673980	SRX6434484	missing	WGS	245	17197094258	PRJNA550295	SAMN12123857	Model organism or animal	6269776194	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JEI8	JEI8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus gracilis	JWH1	neogra_JWH1	SRR9675333	SRX6435750	missing	WGS	252	15727539240	PRJNA550295	SAMN12123921	Model organism or animal	5680218043	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JWH1	JWH1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus gracilis	JWH2	neogra_JWH2	SRR9675334	SRX6435749	missing	WGS	252	18262341720	PRJNA550295	SAMN12123922	Model organism or animal	6744876558	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JWH2	JWH2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus hecqui	A142	neohec_A142	SRR9657515	SRX6418746	missing	WGS	252	15773918832	PRJNA550295	SAMN12123582	Model organism or animal	5457646384	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	A142	A142	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus hecqui	Bel13	neohec_Bel13	SRR9657550	SRX6418711	missing	WGS	252	8292126024	PRJNA550295	SAMN12123624	Model organism or animal	2903243072	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	Bel13	Bel13	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	missing	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus hecqui	Bel14	neohec_Bel14	SRR9657555	SRX6418706	missing	WGS	252	8888389776	PRJNA550295	SAMN12123625	Model organism or animal	3076265415	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	Bel14	Bel14	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	missing	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus helianthus	JWG9	neohel_JWG9	SRR9675319	SRX6435764	missing	WGS	252	14154971040	PRJNA550295	SAMN12123920	Model organism or animal	5101527524	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JWG9	JWG9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus helianthus	JWG8	neohel_JWG8	SRR9675320	SRX6435763	missing	WGS	252	6709595760	PRJNA550295	SAMN12123919	Model organism or animal	2369542608	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JWG8	JWG8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus leleupi	JWH9	neoleL_JWH9	SRR9675335	SRX6435748	missing	WGS	252	14535256176	PRJNA550295	SAMN12123927	Model organism or animal	5247922254	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JWH9	JWH9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	missing	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus leloupi	LCA2	neolou_LCA2	SRR9673826	SRX6434394	missing	WGS	252	10356689952	PRJNA550295	SAMN12124030	Model organism or animal	3545123368	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LCA2	LCA2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus leloupi	LCA1	neolou_LCA1	SRR9673827	SRX6434393	missing	WGS	252	9263345616	PRJNA550295	SAMN12124029	Model organism or animal	3121512773	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LCA1	LCA1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus longicaudatus	JWI3	neolon_JWI3	SRR9675329	SRX6435754	missing	WGS	252	13652201808	PRJNA550295	SAMN12123929	Model organism or animal	4806957559	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JWI3	JWI3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus longicaudatus	JWI2	neolon_JWI2	SRR9675336	SRX6435747	missing	WGS	252	10281279456	PRJNA550295	SAMN12123928	Model organism or animal	3608885067	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JWI2	JWI2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus longior	LEE1	neoleu_LEE1	SRR9673908	SRX6434312	missing	WGS	252	8790642252	PRJNA550295	SAMN12124062	Model organism or animal	3000434248	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LEE1	LEE1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus longior	KEH3	neoleu_KEH3	SRR9673920	SRX6434300	missing	WGS	252	17499544524	PRJNA550295	SAMN12123997	Model organism or animal	6297565931	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KEH3	KEH3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus marunguensis	JWH3	neomar_JWH3	SRR9675331	SRX6435752	missing	WGS	252	15061114908	PRJNA550295	SAMN12123923	Model organism or animal	5409152506	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JWH3	JWH3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus marunguensis	JWH4	neomar_JWH4	SRR9675332	SRX6435751	missing	WGS	252	15673158648	PRJNA550295	SAMN12123924	Model organism or animal	5722570782	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JWH4	JWH4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus meeli	JDF4	neomee_JDF4	SRR9674016	SRX6434448	missing	WGS	245	18750614968	PRJNA550295	SAMN12123840	Model organism or animal	6818417709	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JDF4	JDF4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus meeli	JDF3	neomee_JDF3	SRR9674017	SRX6434447	missing	WGS	252	8597537424	PRJNA550295	SAMN12123839	Model organism or animal	3012315422	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JDF3	JDF3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus modestus	IMH3	neomod_IMH3	SRR9657475	SRX6418786	missing	WGS	252	12234273660	PRJNA550295	SAMN12123674	Model organism or animal	4860231613	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IMH3	IMH3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus modestus	IMG9	neomod_IMG9	SRR9657476	SRX6418785	missing	WGS	252	10469473056	PRJNA550295	SAMN12123673	Model organism or animal	4293180618	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IMG9	IMG9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus mondabu	JVB4	neomon_JVB4	SRR9673957	SRX6434506	missing	WGS	252	13496919912	PRJNA550295	SAMN12123866	Model organism or animal	4868996605	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JVB4	JVB4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus mondabu	JVB8	neomon_JVB8	SRR9673958	SRX6434505	missing	WGS	252	11325583332	PRJNA550295	SAMN12123867	Model organism or animal	4019214186	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JVB8	JVB8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus multifasciatus	IRF8	neomul_IRF8	SRR9665638	SRX6426595	missing	WGS	252	8212999032	PRJNA550295	SAMN12123724	Model organism or animal	3189587739	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IRF8	IRF8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus multifasciatus	IRF6	neomul_IRF6	SRR9665639	SRX6426594	missing	WGS	252	9239736996	PRJNA550295	SAMN12123723	Model organism or animal	3749006592	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IRF6	IRF6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus mustax	ILH1	neomux_ILH1	SRR9657484	SRX6418777	missing	WGS	252	7919237088	PRJNA550295	SAMN12123664	Model organism or animal	2727012029	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	ILH1	ILH1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus mustax	ILB4	neomux_ILB4	SRR9657503	SRX6418758	missing	WGS	252	10606793148	PRJNA550295	SAMN12123652	Model organism or animal	4289951242	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	ILB4	ILB4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus niger	KYA5	neonig_KYA5	SRR9673852	SRX6434368	missing	WGS	252	8478444492	PRJNA550295	SAMN12124015	Model organism or animal	2853699156	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KYA5	KYA5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus niger	KYA1	neonig_KYA1	SRR9673859	SRX6434361	missing	WGS	252	7974025920	PRJNA550295	SAMN12124014	Model organism or animal	2721756441	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KYA1	KYA1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus nigriventris	A108	neonve_A108	SRR9657516	SRX6418745	missing	WGS	252	12986334900	PRJNA550295	SAMN12123581	Model organism or animal	4508379234	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	A108	A108	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Neolamprologus nigriventris	LJC3	neonve_LJC3	SRR9673950	SRX6434270	missing	WGS	252	14872385556	PRJNA550295	SAMN12124114	Model organism or animal	5326355272	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LJC3	LJC3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
